Taxon Name	Available at Nursery?	Nurseries	Percent of Nurseries with this Taxon	ID	ModifiedOn	Contributors	InformalClassification	Family	TaxonID	TaxonName	SeeAlso	NameRank	Hybrid	TerminalTaxon	Excluded	Peripheral	Waif	Endemic	Extirpated	OriginCode	Origin	Distribution	Voucher	Comments	
Salix brachycarpa	False		0.0	4240	2018-05-02 22:04:00	David Giblin	Vascular Plants: Dicots	Salicaceae	115687	Salix brachycarpa		species		N	N	N	N	N	N	N	Native				
Saxifraga austromontana	False		0.0	4385	2009-10-22 08:26:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	118031	Saxifraga austromontana		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Salix brachycarpa var. brachycarpa	False		0.0	4241	2010-04-02 08:13:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115691	Salix brachycarpa var. brachycarpa		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Variety brachycarpa forms natural hybrids with Salix arizonica, S. barclayi, S. boothii, S. candida, S. chlorolepis, S. glauca var. villosa, and S. planifolia.<br><br>Placement of specimens from Anticosti Island, Quebec, and North Point, James Bay, Ontario, with densely villous branchlets and relatively short petioles, thought to be hybrids with Salix glauca var. cordifolia, is dubious.<br><br>Variety brachycarpa × Salix candida (S. ×argusii B. Boivin) is infrequent in Manitoba, Quebec, and Saskatchewan.<br><br>Variety brachycarpa × Salix chlorolepis (S. ×gaspeensis C. K. Schneider) resembles var. brachycarpa but has leaves only slightly pilose and ovaries with hairs only on the beaks (G. W. Argus 1965).<br><br>Variety brachycarpa × Salix glauca var. villosa (S. ×wyomingensis Rydberg) is a frequent hybrid in southern Rocky Mountains. It is characterized by stipes 0.3 mm or longer, long-cylindrical catkins, ovaries with relatively long beaks, petioles more than three times the length of buds, and leaves sparsely hairy. The extent and nature of this hybridization needs to be studied (G. W. Argus 1965).<br><br>Variety brachycarpa × Salix planifolia "var. monica" occurs in Steens Mountains, Oregon."	
Saxifraga vespertina	False		0.0	4394	2009-10-19 08:51:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	118181	Saxifraga vespertina		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Sanguisorba stipulata	False		0.0	4170	2010-01-06 12:51:00	Sarah Cooke, Peter F. Zika	Vascular Plants: Dicots	Rosaceae	113446	Sanguisorba stipulata		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA: "The taxonomic and nomenclatural treatment of this taxon has been variable.  Material from northwest North America and northeast Asia is not taxonomically distinguishable, a conclusion also reached by C. L. Li, H. Ikeda, and H. Ohba (1994).  The name Sanguisorba sitchensis has been customarily applied to North American material, but the oldest name available for a taxon bridging the Bering Strait is S. stipulata.  An additional taxonomic question is the relationship of this taxon to eastern North American S. canadensis.  While similar and undoubtedly closely related, the taxa differ in several morphologic characters, are strongly allopatric in distribution, and are here regarded as sibling species."	
Salix candida	False		0.0	4242	2010-04-02 08:18:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115707	Salix candida		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	FNA7: "Salix candida is geographically wide-ranging but limited to calcareous habitats and, for that reason, it is quite local or even rare in some parts of its range."	
Salix cascadensis	False		0.0	4243	2010-04-02 08:20:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115726	Salix cascadensis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "The morphological variability of Salix cascadensis is not well understood. Typically, it has leaves that are narrow, sharply pointed, and glaucous abaxially, catkins 15-43-flowered, dark brown floral bracts, and ovaries very densely hairy. Specimens with leaves not glaucous abaxially, catkins relatively few-flowered, and ovaries either sparsely hairy throughout, hairy only on beaks, or hairy in streaks, may be hybrids but the glabrous ovaried S. cascadensis var. thompsonii  shows no obvious signs of hybridization.<br><br>Hybrids:<br><br>Salix cascadensis is suspected to hybridize with S. barclayi.<br><br>Salix cascadensis × S. rotundifolia var. dodgeana resembles the former in its narrow, acute to acuminate leaves and the latter in leaves not glaucous abaxially, tawny floral bracts, relatively short catkins, and glabrous ovaries. The catkins are intermediate in being 6-7-flowered."	
Saxifraga cernua	False		0.0	4386	2009-10-19 09:03:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	118040	Saxifraga cernua		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Saxifraga cernua plants rarely set seed; they bear bulbils among the basal leaves. Some reports of S. sibirica Linnaeus from Canada are misidentifications of this species."	
Salix commutata	False		0.0	4244	2010-04-02 08:23:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115737	Salix commutata		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Salix commutata forms natural hybrids with S. barclayi, S. barrattiana, and S. eastwoodiae."	
Sanicula crassicaulis	False		0.0	529	2018-05-02 22:04:00	Thayne Tuason	Vascular Plants: Dicots	Apiaceae	39597	Sanicula crassicaulis		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Sanicula crassicaulis var. crassicaulis	False		0.0	530	2007-07-12 09:06:00	Thayne Tuason	Vascular Plants: Dicots	Apiaceae	39598	Sanicula crassicaulis var. crassicaulis		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Sanicula crassicaulis var. tripartita	False		0.0	531	2007-07-12 09:06:00	Thayne Tuason	Vascular Plants: Dicots	Apiaceae	39600	Sanicula crassicaulis var. tripartita		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Sagittaria cuneata	False		0.0	4587	2007-07-08 13:19:00	Peter F. Zika	Vascular Plants: Monocots	Alismataceae	121953	Sagittaria cuneata		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Buckingham et al. (1995) consider this escaped and not native on the Olympic Penin., perhaps based on FPNW stating it is not known W of the Cascades Mts.	
Sagina decumbens	False		0.0	1896	2018-05-02 22:04:00	Perry J. Lund	Vascular Plants: Dicots	Caryophyllaceae	64455	Sagina decumbens		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Salicornia depressa	False		0.0	385	2008-12-17 09:24:00	Peter F. Zika	Vascular Plants: Dicots	Amaranthaceae	38062	Salicornia depressa		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	H&C name S. europaea is misapplied.  This is the common native annual species in coastal marshes. FNA suggests S. virginica may be the best name for this plant, if the Atlantic and Pacific populations are the same taxon. As with all our Corispermum taxa, for many decades this plant was mistakenly given the binomial and introduced status of a European species.<br><br>FNA4: "Salicornia depressa is the common and widespread species in coastal areas of North America. No detailed taxonomic investigation of the tetraploid populations has ever been undertaken in North America. It is possible that a number of different taxa exist; the Pacific Coast populations in particular seem distinct from those of the Atlantic Coast.<br><br>This species has generally been called Salicornia europaea by North American authors, but that name refers to a diploid European species that does not occur in North America.<br><br>The earliest name that is probably referable to this species is Salicornia virginica Linnaeus, which must be typified by specimens collected by John Clayton probably from Virginia. The specimens are sterile but clearly annual, as indicated by Linnaeus in the protologue. The name was applied to an annual species by P. C. Standley (1916), but subsequently came to be misapplied to the perennial species of the east coast now treated in Sarcocornia."	
Sagina decumbens ssp. occidentalis	False		0.0	1897	2011-02-25 11:02:00	Perry J. Lund	Vascular Plants: Dicots	Caryophyllaceae	64459	Sagina decumbens ssp. occidentalis		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA5: "Except by geography, subsp. occidentalis is very difficult to distinguish from subsp. decumbens. In plants of subsp. occidentalis the sepals tend to be more orbiculate and the capsules, prior to dehiscence, tend to be more globose. Extremely variable, subsp. decumbens generally can be recognized on the basis of presence of tuberculate seeds (60% frequency) and 80% have a combination of tuberculate seeds and glandular-pubescent pedicels and calyx bases. But when seeds are smooth, seeing the reticulate ridge pattern requires high magnification, and while SEM readily clarifies the differences, its use is hardly practical. Subspecies decumbens has a greater tendency to possess purple sepal tips or sepal margins, and purplish coloration frequently at the nodes."	
Salvia dorrii	True	DerbyCanyonNatives, DesertJewelsNursery, 	8.33	2813	2010-02-16 08:45:00	David Giblin	Vascular Plants: Dicots	Lamiaceae	90807	Salvia dorrii		species		N	N	N	N	N	N	N	Native				
Salix drummondiana	True	PlantsoftheWild, WACD, WildlandsNursery, 	12.5	4245	2010-04-02 08:36:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115772	Salix drummondiana		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Salix drummondiana is distinguished from the similar, but unrelated, S. sitchensis by having branches often strongly glaucous, branchlets sparsely hairy, largest medial blades lorate, narrowly elliptic, elliptic, or oblanceolate, usually narrower, 3-6.2 times as long as wide, margins slightly revolute, and surfaces with white hairs, sometimes also ferruginous; S. sitchensis  has branches not glaucous or weakly so, branchlets usually moderately to very densely hairy, largest medial blades elliptic, narrowly oblanceolate, oblanceolate, or obovate, usually slightly broader, 2.1-3.1-4 times as long as wide, margins strongly revolute, and surfaces with white hairs.<br><br>Vegetative specimens of Salix drummondiana are distinguished from S. geyeriana by having largest medial blade margins revolute, surfaces usually densely short-silky adaxially, and midribs glabrous; S. geyeriana has largest medial blade margins flat, surfaces usually moderately densely long-silky adaxially, and midribs silky or glabrous.<br><br>Salix drummondiana and S. lemmonii can be separated on the basis of variable characters including: branch glaucousness, leaf size, blade hair density and color, catkin size and shape, anther length, petiole length, and chromosome number. Hybridization is rare but may occur in Lassen and Sierra counties, California."	
Salix eastwoodiae	False		0.0	4246	2010-04-02 08:39:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115783	Salix eastwoodiae		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	Not in H&C; apparently a portion of the S. commutata plants from WA should be C. eastwoodiae.<br><br>FNA7: "Salix eastwoodiae and S. commutata are distinct species with different ploidal levels, the former tetraploid and the latter diploid; where they come into contact in the Pacific Northwest, hybrids occur and vegetative plants are often difficult to separate. See comparison below. The most important difference is that ovaries of S. eastwoodiae usually are silky turning glabrescent in age and those of S. commutata are glabrous. Populations occur in Oregon with both glabrous and hairy ovaries without any other evident differences. There are also unusual specimens, which are often tentatively identified as S. eastwoodiae, that have glabrous ovaries and patches of hairs at the base and on the sutures. The possibility that they are hybrids between S. eastwoodiae and S. boothii, S. commutata, or S. lemmonii needs study.<br><br>Salix commutata is distinguished from S. eastwoodiae by having leaf blades sometimes amphistomatous, 1.5-3.4 times as long as wide, teeth 0-19 per cm, adaxial surfaces glabrous or pilose to villous, floral bracts tawny to brown, staminate and pistillate adaxial nectaries oblong to square, and ovaries glabrous; S. eastwoodiae has leaf blades hypostomatous, 1.8-5 times as long as wide, teeth 0-10 per cm, adaxial surfaces tomentose or long-silky, floral bracts brown to black, staminate and pistillate adaxial nectaries narrowly oblong to oblong, and ovaries silky to glabrescent.<br><br>Hybrids:<br><br>Salix eastwoodiae forms natural hybrids with S. arizonica, S. boothii, and S. commutata.<br><br>Salix eastwoodiae × S. lasiandra was found in Sierra County, California, growing with both parents in a wetland along a disturbed roadside. It had leaf indumentum and hair color of S. eastwoodiae and leaf shape and margins of S. lasiandra. Catkins of this intersubgeneric hybrid were teratological and presumably infertile."	
Salix exigua	True	DerbyCanyonNatives, FourthCornerNursery, PlantsoftheWild, WACD, WildlandsNursery, 	20.83	4247	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115813	Salix exigua	Salix melanopsis	species		N	N	N	N	N	N	N	Native				
Salix exigua var. columbiana	False		0.0	4248	2010-04-05 08:24:00	David Giblin	Vascular Plants: Dicots	Salicaceae	115816	Salix exigua var. columbiana		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Salix fluviatilis Nuttall, long used for a Columbia River endemic (S. columbiana), is a rejected name.<br><br>Salix columbiana forms natural hybrids with S. exigua var. exigua and S. sessilifolia. Both hybrids are reported from Oregon and Washington (R. D. Dorn 1998)."	
Salix farriae	False		0.0	4250	2011-07-11 16:33:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115848	Salix farriae		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Not reported for WA by either H&C or FNA.  However, one specimen from Okanogan County annotated as S. farriae by George Argus in 2005.  <br><br>FNA7: "Salix farriae is a cordilleran species ranging from Wyoming to central British Columbia with disjunct occurrences in northwestern British Columbia, western Northwest Territories, and southern Yukon. It is related to S. hastata, an amphiberingian species ranging from Scandinavia to southwestern Yukon and northwestern Northwest Territories. There may be reasons for treating these slightly different plants as S. hastata var. farriae, but R. D. Dorn (1975) maintained them as a species based on flavonoid differences. In a phenetic study (G. W. Argus 2007), the two taxa had dissimilarity values at the same level as other closely related species. They are treated here as species, primarily because their ranges are disjunct. They can be separated as follows:<br><br>Salix farriae is distinguished from S. hastata by having largest medial blades narrowly elliptic to elliptic, pistillate nectaries oblong or ovate, stipules on early leaves absent or rudimentary (sometimes foliaceous), branches strongly to weakly glaucous or not, floral bract apices rounded, and plants of the cordillera in Alberta and British Columbia, in Idaho, Montana, Oregon, and Wyoming; S. hastata has largest medial blades narrowly elliptic to broadly elliptic or broadly obovate, pistillate nectaries square, stipules on early leaves foliaceous (sometimes rudimentary), branches not glaucous, floral bract apices acute or rounded, and plants of Alaska, Northwest Territories, and Yukon.<br><br>Salix farriae and S. barclayi are sympatric in western Canada and the Pacific Northwest, where they are difficult to separate. Salix farriae can often be recognized by its largest medial leaves with at least some minute, ferruginous hairs on the adaxial midrib or blade surfaces; ferruginous hairs do not occur in S. barclayi. Its leaf margins also tend to be more nearly entire, but relatively short teeth are not infrequent. Such plants are sometimes interpreted as intergrades between S. farriae and S. barclayi (R. D. Dorn 1975). The variable leaf toothing also occurs in S. hastata and may not be a reliable indicator of intergradation. Salix farriae also differs from S. barclayi in usually having shorter anthers, 0.3-0.6 mm versus 0.6-1 mm in S. barclayi. See 61. S. barclayi."	
Micranthes ferruginea	False		0.0	4356	2012-05-15 10:25:00	David Giblin	Vascular Plants: Dicots	Saxifragaceae	117749	Micranthes ferruginea		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Plants with bulbils replacing flowers are more common in the southern part (southern Alberta and British Columbia southwards) of the range of Micranthes ferruginea and have been called Saxifraga ferruginea var. macounii."	
Sarracenia flava	False		0.0	4316	2009-11-06 08:47:00	Fred Weinmann	Vascular Plants: Dicots	Sarraceniaceae	117336	Sarracenia flava		species		Y	N	N	N	N	N	I	Introduced from southeast United States		{"Herbarium":"WTU"}	FNA8: "Sarracenia flava ranges from the southeastern coastal plain of Virginia and isolated piedmont localities in North Carolina through the coastal plain of North Carolina, South Carolina, Georgia, and the western Florida panhandle mostly near and west of the Ochlockonee River and west just into southeastern Alabama, with isolated sites in northeastern Florida. It is naturalized in Skagit County, Washington.<br><br>Sarracenia flava is a striking plant, often forming large stands, at least historically. It is much less common with the advent of drainage and changing land use. It has one main flush of pitchers in spring to early summer. It is quite variable over its range with regard to vein patterns and markings on the pitchers, and at least seven varieties have been formally named (see D. E. Schnell 2002)."	
Salix fragilis	False		0.0	4251	2013-12-09 10:10:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115855	Salix fragilis		species		Y	N	N	Y	N	N	I	Introduced		{"Herbarium":"RM, WS, WWB"}	Not in H&C.<br><br>FNA7: "Salix ×fragilis Linnaeus: The hybrid white willow, S. alba Linnaeus × S. euxina I. Belyaeva, a European introduction, is the most commonly cultivated and naturalized tree-willow in the flora area. It is characterized by: trees, 3-20 m, stems erect or drooping; branches highly brittle at base; petioles with spherical or foliaceous glands distally, pilose or villous adaxially; largest medial leaf blade amphistomatous, very narrowly elliptic or narrowly elliptic, margins uniformly serrate or serrulate, abaxial surface glaucous, both surfaces sparsely long-silky to glabrescent, adaxial surface slightly glossy or dull; juvenile leaves at first densely long-silky soon glabrous; pistillate bract deciduous after flowering; stamens 2; anthers yellow; pistillate adaxial nectary shorter than or equal to stipe; stipe 0.3-0.5 mm; ovary pyriform, glabrous; ovules 6-12 per ovary; styles 0.4-1 mm; capsules 4.5-6 mm; 2n = 57, 76. Flowering is in late May-early June. Individual trees can persist for years by trunk suckering and spread vegetatively by shoot fragmentation along stream margins, shingle and sand beaches, sedge meadows, hardwood forests, and sand pits. It occurs from 0 to 2500 m."	
Saxifragopsis fragarioides	False		0.0	4397	2009-10-26 08:45:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	118185	Saxifragopsis fragarioides		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Not in H&C; known only from OR and CA when H&C published.<br><br>FNA8: "Saxifragopsis fragarioides is nearly limited to the Siskiyou Mountains of California and Oregon; disjunct populations have been found in Washington (S. Gage 1992, 1995). The known colonies in Washington are at about 500 meters, lower than those in California and Oregon."	
Salix geyeriana	True	FourthCornerNursery, PlantsoftheWild, 	8.33	4252	2010-04-05 08:31:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115861	Salix geyeriana		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Salix geyeriana is characterized by its dark gray appearance, slender, dark branches, narrow leaves long-silky on both surfaces, general absence of stipules, and small, subglobose catkins. Plants in the Pacific Northwest with foliaceous stipules may be hybrids or introgressants, but the other parent is unknown.<br><br>Hybrids:<br><br>Salix geyeriana forms natural hybrids with S. bebbiana, S. irrorata, S. lemmonii, S. ligulifolia, and S. pedicellaris. Alleged hybrids with S. sitchensis, based on plants from British Columbia with broader, more hairy leaves, and catkins longer than in S. geyeriana, but with the short stipes of S. sitchensis (J. K. Henry 1915), are unconvincing.<br><br>Salix geyeriana × S. lemmonii is uncommon but in mixed stands of the parental species some plants resemble S. geyeriana in having relatively short, subspherical catkins, small anthers, and petioles sometimes with petiolar glands; and S. lemmonii in having leaf blades amphistomatous, margins serrulate, and foliaceous stipules on early leaves. Because the species have different chromosome numbers, hybrids may be infertile, but occasional seeds have been seen. This hybrid is known from California (Lassen and Sierra counties), Oregon (Jefferson and Lane counties), and near Victoria, British Columbia.<br><br>Salix geyeriana × S. pedicellaris occurs in Washington. It has the white and ferruginous hairs on leaves and ovaries of S. geyeriana, and leaves glaucous adaxially with prominent 2 and 3 veins of S. pedicellaris."	
Sagina	False		0.0	1894	2018-05-02 22:04:00		Vascular Plants: Dicots	Caryophyllaceae	64447	Sagina		genus		N	N	N	N	N	N	N	Native				
Sagittaria	True	FourthCornerNursery, InsidePassageSeeds, NorthwestMeadowscapes, OxbowFarmandConservationCenter, PlantasNativaLLC, 	20.83	4586	2018-05-02 22:04:00		Vascular Plants: Monocots	Alismataceae	121943	Sagittaria		genus		N	N	N	N	N	N	N	Native				
Salix glauca	False		0.0	4253	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115873	Salix glauca		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Salvia glutinosa	False		0.0	2815	2010-02-16 09:13:00	Fred Weinmann	Vascular Plants: Dicots	Lamiaceae	90838	Salvia glutinosa		species		Y	Y	N	N	N	N				{"Herbarium":"Not at WTU; WS?"}	PLANTS database shows WA as the only place this species occurs in North America.  Occurrence is based on a reference in the 5-volume Vascular Plants of the Pacific Northwest. In the absence of specimens to confirm this occurrence, and no other reports of this species occurring in WA, S. glutinosa is considered excluded in WA.	
Sagittaria graminea	False		0.0	4588	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Monocots	Alismataceae	121961	Sagittaria graminea		species		N	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}		
Sanicula graveolens	False		0.0	532	2007-07-12 09:06:00	Thayne Tuason	Vascular Plants: Dicots	Apiaceae	39603	Sanicula graveolens		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Salix hookeriana	True	FourthCornerNursery, HimaNursery, PlantasNativaLLC, RainierSeeds, StormLakeGrowers, WabashFarms, WACD, WatershedGardenWorks, WoodbrookNativePlantNursery, 	37.5	4255	2010-04-05 08:40:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	115950	Salix hookeriana		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	S. piperi Bebb is treated as separate species in H&C.GA recognizes the glabrous-capsuled form common in the Puget Sound region which is called S. piperi; however, he chooses to treat it as synonymous with S. hookeriana.<br><br>FNA7: "Salix hookeriana is primarily a coastal species occurring from northern California northward to Oregon, Washington, and southern Vancouver Island, with disjunct populations on Queen Charlotte Islands, British Columbia, and northward to Yakatut Bay, Turnagain Arm, and Kodiak, Alaska. It was treated by G. W. Argus (1973) and R. D. Dorn (2000) in a broad sense because of an absence of strong distinguishing characters and intergradation in characters that could be used to divide it. It is highly variable and three very similar taxa have been named: S. amplifolia, S. hookeriana (including vars. tomentosa and laurifolia), and S. piperi. Although extremes of these taxa sometimes are recognizable, the intergradation displayed is so great that even attempts to recognize them as varieties are thwarted. The amplifolia  variant in Alaska is characterized by having only white leaf hairs, hairy ovaries, no stipules, and catkins often borne on distinct flowering branchlets, but variation can occur within the same population, and typical S. hookeriana on Vancouver Island sometimes displays the same characteristics. The piperi variant, an inland population in western Oregon and Washington, is usually recognized by local botanists as different from coastal populations. It is characterized by leaves and branchlets soon becoming glabrate and stipules prominent. These characteristics, however, sometimes appear in northern California coastal populations, and some inland populations in Oregon include very hairy individuals that are indistinguishable from coastal variants of S. hookeriana. In general, very hairy populations of S. hookeriana are probably an adaptation to marine coastal environments, but some variation may be due to hybridization and introgression with S. scouleriana. Inland populations suggest the influence of S. lasiolepis. Two hexaploid chromosome numbers reported for S. hookeriana from Vancouver Island (R. L. Taylor and S. Taylor 1977) and Queen Charlotte Islands (R. L. Taylor and G. A. Mulligan 1968), British Columbia, indicate that hybridization has played a role in the evolution of this complex. It is possible that each variant of S. hookeriana has had a different, possibly even recurrent, polyploid origin. Further cytological and genetic study is indicated.<br><br>The following comparisons may help to distinguish Salix hookeriana, S. lasiolepis, and S. scouleriana.<br><br>Vegetative specimens of Salix hookeriana can be distinguished from S. lasiolepis by having floral buds ellipsoid, beaks distinctly long-tapered, densely long-hairy (villous), red-brown, blades usually pilose, villous, or woolly on abaxial surfaces, usually 18-63 mm wide, and 1.5-4.2 times as long as wide; S. lasiolepis has floral buds ovoid, beaks inconspicuous and blunt, sparsely to moderately densely short-hairy (velvety), yellowish to red-brown, blades usually tomentose on abaxial surfaces, usually 6-32 mm wide, and 3.2-9.6 times as long as wide.<br><br>Salix hookeriana is distinguished from S. scouleriana by having branchlets with spreading hairs (woolly or tomentose to glabrate), petioles usually pilose to tomentose, blades typically narrowly elliptic but variable, stigmas 0.3-0.74, short in relation to styles (0.6-2.3 mm), and pistillate nectaries 0.5-1.4 mm, shorter or longer than stipes; S. scouleriana has branchlets usually with short, erect hairs (velutinous), sometimes spreading (villous or tomentose), petioles velvety or villous adaxially, blades typically oblanceolate but variable, stigmas 0.4-1.04 mm, long in relation to styles (0.2-0.6 mm), and pistillate nectaries 0.2-0.8 mm, shorter than stipes.<br><br>Hybrids:<br><br>Salix hookeriana forms natural hybrids with S. barclayi and S. scouleriana. Variation in some S. hookeriana populations suggests hybridization with S. lasiolepis but no positive identifications have been made. R. D. Dorn (2000) doubted that hybridization in California between these species with different chromosome numbers was possible, but species with different chromosome numbers do hybridize [for example, S. athabascensis (4x) × S. pedicellaris (2x)]; synthetic hybridization studies are indicated.<br><br>Salix hookeriana × S. scouleriana: Plants from southern British Columbia with leaves similar to S. hookeriana but with prominent stipules, catkins both erect and recurving, and relatively long stigmas were thought by J. K. Henry (1915) to be this hybrid."	
Saxifraga hyperborea	False		0.0	4388	2009-10-23 16:08:00	David Giblin	Vascular Plants: Dicots	Saxifragaceae	118128	Saxifraga hyperborea		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Reports of Saxifraga hyperborea from Mount Washington, New Hampshire (e.g., Á. Löve and D. Löve 1964) require confirmation; all specimens examined from this location appear to be S. rivularis. C. L. Hitchcock (1961) treated all western material as S. debilis, including that of the Pacific Northwest that is included here. For Colorado, W. A. Weber (1990) appears to have applied the name S. rivularis to what we call S. hyperborea, and S. hyperborea subsp. debilis to what we call S. debilis. P. K. Holmgren and N. H. Holmgren (1997) included under their broad concept of S. rivularis both S. hyperborea and S. debilis, noting that the plants had gone usually under the latter name. Both species are present in the Rockies and the Intermountain Region."	
Micranthes integrifolia	False		0.0	4360	2012-05-15 10:33:00	David Giblin	Vascular Plants: Dicots	Saxifragaceae	117802	Micranthes integrifolia	Micranthes apetala, Micranthes fragosa, Micranthes nidifica	species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "The occasional occurrence of sterile pollen has been noted in this as well as in other species of Micranthes (as Saxifraga, K. I. Beamish 1961). Some populations exhibit gynodioecism (P. E. Elvander 1982)."	
Sagittaria latifolia	True	FourthCornerNursery, InsidePassageSeeds, NorthwestMeadowscapes, OxbowFarmandConservationCenter, PlantasNativaLLC, 	20.83	4590	2007-07-08 13:28:00	Peter F. Zika	Vascular Plants: Monocots	Alismataceae	121987	Sagittaria latifolia		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	taxonomy follows FNA Vol. 22, lumping all varieties<br>Kz99 report of Baldellia ranunculoides (L.) Parl. (Echinodorus ranunculoides (L.) Engelm. misapplied in H&C) apparently belongs here	
Salix lasiolepis	True	FourthCornerNursery, WildlandsNursery, 	8.33	4259	2010-04-05 08:45:00	David Giblin	Vascular Plants: Dicots	Salicaceae	116042	Salix lasiolepis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Salix lasiolepis is polymorphic. Variety bigelovii has been recognized in coastal California and Oregon (G. W. Argus 1993). It differs mainly in density of leaf indumentum and in having leaves tending to be slightly broader; it may be a coastal ecotype and is not formally recognized here."	
Salix lemmonii	True	PlantsoftheWild, 	4.17	4260	2010-04-05 08:49:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	116059	Salix lemmonii		species		Y	Y	N	N	N	N				{"Herbarium":"?"}	Neither FNA7 nor H&C indicate that this species occurs in WA.  It is considered excluded from the WA flora until specimens are located indicating otherwise.	
Sarracenia leucophylla	False		0.0	4317	2009-11-06 08:48:00	Fred Weinmann	Vascular Plants: Dicots	Sarraceniaceae	117351	Sarracenia leucophylla		species		Y	N	N	N	N	N	I	Introduced from southeast United States		{"Herbarium":"WTU"}	FNA8: "Sarracenia leucophylla occurs on the coastal plain of the Florida panhandle west of the Ochlockonee River, and across southern Alabama to southeastern Mississippi; it is rare in southwestern Georgia, introduced and established in southeastern Virginia, and a rare escape in Skagit County, Washington.<br><br>Sarracenia leucophylla is a striking plant, noticeable from a distance, and capable of forming extensive, nearly solid stands in open, wet meadows and seepage slopes and pine flatwoods across the Gulf Coast region. The number of populations has been severely reduced by development and fire suppression. Its spring pitchers are not as robust or profuse as the late-summer pitchers, the latter especially attracting moths. This species responds well to winter fires, resulting in abundant growth later that spring. In some managed areas, the attractive tubes are judiciously harvested and sold, fresh or dried, as "cut flowers" in florist shops. Pure white pitchers (no colored veins) with red petals or totally anthocyanin-free individuals with yellow petals occur.<br><br>Capsules of Sarracenia leucophylla dehisce acropetally rather than basipetally as in all other species in the family. G. W. Folkerts and D. R. Folkerts (1989) hypothesized that this adaptation allows seeds to be released with less likelihood of being caught and held by the persistent style discs."	
Salicornia	False		0.0	384	2018-05-02 22:04:00		Vascular Plants: Dicots	Amaranthaceae	38059	Salicornia		genus		N	N	N	N	N	N	N	Native				
